ORDERID,SOLDDATE,CUSTID,PRODID,PRODNAME,WEEKDAY,SITEBUSNAME,REGION,D_DAY_2_TEM,D_DAY_2_HUM,D_DAY_2_WIND,D_DAY_2_TEM_RAINAMOUNT,D_DAY_2_RAINHOUR,ORDER_QUANT,SOLD_QUANT
HR1521040813_200116,2020-01-19,2005800,PEMA013127100,PEMA-HR1500,목,서벽,경주,2.4,50.5,2.4,0,0,6239,7300
HR1021040809_200116,2020-01-19,2004901,PEMA013125010,PEMA-HR1000,목,디엘이앤씨,포항,3.6,50.3,2.3,0,0,2708,3650
HR1021031909_200221,2020-02-24,2001400,PEMA063041501,PEMA-HR1000,금,성진,인천,6,67,3.1,0,0,9677,6400
HR1021032105_200223,2020-02-26,2003500,PEMA033046500,PEMA-HR1000,일,신일,송파,4.5,79.4,1.4,3.9,13.83,6758,6400
SR3F21032121_200223,2020-02-26,2005600,PEMA063030500,PEMA-SR3000F,일,부산,부산,6.9,70,1.7,0.2,4.58,1673,1920
HR1021032117_200223,2020-02-26,2004100,PEMA013117801,PEMA-HR1000,일,에스피,경광주,3,95.8,0.5,4,0,2860,4480
CSA421032110_200223,2020-02-26,2003000,PEMA013129600,CSA4000,일,대양,청주,5.3,78.4,1,5.1,7.83,1394,1280
HR1021032103_200223,2020-02-26,2003400,PEMA023077800,PEMA-HR1000,일,한덕,천안,3.8,93.1,1,5.4,0,5129,4480
HR1021032115_200223,2020-02-26,2003900,PEMA013072100,PEMA-HR1000,일,태명실업,이천,3,95.8,0.5,4,0,4710,5120
HR1021032123_200223,2020-02-26,2004300,PEMA013122400,PEMA-HR1000,일,성진,부산,6.9,70,1.7,0.2,4.58,6304,5120
CSA521032107_200223,2020-02-26,2006100,PEMA063069401,CSA5000,일,천마,서울,4.5,79.4,1.4,3.9,13.83,7880,6400
HR1521032126_200223,2020-02-26,2005200,PEMA023006800,PEMA-HR1500,일,극동,사천,5.2,84.5,0.5,1.3,0,2703,3200
PR1021032125_200223,2020-02-26,2005500,PEMA023033303,PEMA-PR1000,일,삼성,문경,1.6,94,0.6,2.5,0,5215,9600
HR1521032126_200223,2020-02-26,2005100,PEMA023006800,PEMA-HR1500,일,극동,사천,5.2,84.5,0.5,1.3,0,8064,6400
HR1021032124_200223,2020-02-26,2004400,PEMA013122400,PEMA-HR1000,일,성진,부산,6.9,70,1.7,0.2,4.58,7963,5120
HR1021032113_200223,2020-02-26,2003800,PEMA053051700,PEMA-HR1000,일,영광,영광,6.3,83.6,1.8,4.7,0,8486,6400
PC2B21032131_200223,2020-02-26,2005300,PEMA073061300,PEMA-PCM2000B,일,장원,남양주,3.1,90.4,0.7,4,0,3302,3200
AE21032119_2_200223,2020-02-26,2002900,SSA013082500,AE,일,현대,안성,3,95.8,0.5,4,0,7488,6400
HR1021032122_200223,2020-02-26,2004200,PEMA013122400,PEMA-HR1000,일,성진,부산,6.9,70,1.7,0.2,4.58,4787,5120
HR1521032120_200223,2020-02-26,2005000,PEMA033030500,PEMA-HR1500,일,부산,부산,6.9,70,1.7,0.2,4.58,5806,7680
HR1521032106_200223,2020-02-26,2004700,PEMA053046500,PEMA-HR1500,일,신일,송파,4.5,79.4,1.4,3.9,13.83,3994,3200
HR1021032118_200223,2020-02-26,2004104,PEMA023024801,PEMA-HR1000,일,동진,수원,4.6,95,1.1,5.2,12.33,3978,5120
HR1021032116_200223,2020-02-26,2004000,PEMA013082500,PEMA-HR1000,일,현대,안성,3,95.8,0.5,4,0,3727,6400
HR1521032114_200223,2020-02-26,2004901,PEMA013041301,PEMA-HR1500,일,성원,단양,1.7,92,0.4,2.9,0,7603,9600
HR1021032102_200223,2020-02-26,2003300,PEMA023041503,PEMA-HR1000,일,성진,천안,3.8,93.1,1,5.4,0,6758,6400
HR1021032101_200223,2020-02-26,2006600,PEMA013050400,PEMA-HR1000,일,아주,광명,4.3,85,1.6,4.1,13.83,3876,4480
CSA521032104_200223,2020-02-26,2003200,PEMA033035303,CSA5000,일,삼표,성수,4.5,79.4,1.4,3.9,13.83,7189,5120
HR1021032128_200223,2020-02-26,2004500,PEMA093001100,PEMA-HR1000,일,동해,동해,5,74.3,1.5,0.2,0,6636,6400
HR1521032112_200223,2020-02-26,2004800,PEMA023026300,PEMA-HR1500,일,만수,정읍,5.7,78.5,1.3,5.2,0,9124,6400
HR1021032111_200223,2020-02-26,2003700,PEMA043023200,PEMA-HR1000,일,동양,경광주,3,95.8,0.5,4,0,6592,6400
PCM221032130_200223,2020-02-26,2005400,PEMA063061300,PEMA-PCM2000,일,장원,남양주,3.1,90.4,0.7,4,0,2587,3200
HR1021032237_200224,2020-02-27,2007500,PEMA033006000,PEMA-HR1000,월,구미,구미,5.7,90.9,0.7,0,0,5779,3840
HR1021032230_200224,2020-02-27,2007400,PEMA033041500,PEMA-HR1000,월,성진,동탄,7,91.8,1.4,0,0,5952,6400
HR1521032220_200224,2020-02-27,2001300,PEMA023022400,PEMA-HR1500,월,동아,함안,6.6,82.4,1.2,0,0,4787,6400
HR1021032226_200224,2020-02-27,2007302,PEMA013048505,PEMA-HR1000,월,쌍용,성남,7,91.8,1.4,0,0,4100,4480
HR1021032201_200224,2020-02-27,2006606,PEMA013105210,PEMA-HR1000,월,삼우,대구,6.3,88.6,1.1,0,0,8212,5760
CSA521032238_200224,2020-02-27,2006500,PEMA033035303,CSA5000,월,삼표,성수,7.7,68.6,1.7,0.5,5.17,7223,5760
PCR321032227_200224,2020-02-27,2001700,PEMA013123501,PEMA-PCR3000E,월,서문,안산,7,91.8,1.4,0,0,3802,3200
HR1521032244_200224,2020-02-27,2001600,PEMA053056800,PEMA-HR1500,월,용호,울산,7.5,83.9,1.8,0,0,7603,6400
SR2021032235_200224,2020-02-27,2002400,PEMA013133200,PEMA-SR2000,월,경도,경주,6,86.4,2,0,0,2592,3200
HR1521032222_200224,2020-02-27,2001400,PEMA023087900,PEMA-HR1500,월,윤성,하빈,6.3,88.6,1.1,0,0,8154,6400
PR1021032206_200224,2020-02-27,2002000,PEMA023129801,PEMA-PR1000,월,삼일,충주,6.2,80.9,0.7,0,0,7656,8000
CSA521032208_200224,2020-02-27,2006200,PEMA553048200,CSA5000,월,신우,경주,6,86.4,2,0,0,6016,6400
HR1021032223_200224,2020-02-27,2007100,PEMA023109400,PEMA-HR1000,월,보광,대구,6.3,88.6,1.1,0,0,2292,3200
580F21032205_200224,2020-02-27,2005700,PEMA043090700,PEMA-580FX,월,삼영씨앤텍,양주,5.8,75.9,1,0,0,10414,9600
HR1021032241_200224,2020-02-27,2007700,PEMA253048300,PEMA-HR1000,월,서해,태안,6.7,81.9,1.8,0,0,5312,5120
HR1021032209_200224,2020-02-27,2006612,PEMA013048900,PEMA-HR1000,월,아성,남원,6.9,82.8,1.2,0,0,4957,5120
SR3F21032219_200224,2020-02-27,2002500,PEMA023013000,PEMA-SR3000F,월,대동,대구,6.3,88.6,1.1,0,0,1434,2560
HR1021032215_200224,2020-02-27,2006800,PEMA013057200,PEMA-HR1000,월,우경,진주,6.5,83.1,0.7,0,0,7350,6400
HR1521032218_200224,2020-02-27,2001200,PEMA013128400,PEMA-HR1500,월,케이세웅,충주,6.2,80.9,0.7,0,0,3414,3200
AE21032231_2_200224,2020-02-27,2005800,SSA013035307,AE,월,삼표,풍납,7.7,68.6,1.7,0.5,5.17,396,640
HR1021032216_200224,2020-02-27,2006900,PEMA013063800,PEMA-HR1000,월,제일,이서,7.7,68.6,1.7,0.5,5.17,7055,6400
HR1021032240_200224,2020-02-27,2007600,PEMA253048300,PEMA-HR1000,월,서해,태안,6.7,81.9,1.8,0,0,3297,5120
PR1021032225_200224,2020-02-27,2002100,PEMA013024804,PEMA-PR1000,월,동진파일,서산,6.7,81.9,1.8,0,0,16262,12800
CSA521032228_200224,2020-02-27,2006300,PEMA033035307,CSA5000,월,삼표,풍납,7.7,68.6,1.7,0.5,5.17,2358,5120
HR1521032217_200224,2020-02-27,2001102,PEMA013104200,PEMA-HR1500,월,무창,산청,5.7,87.1,0.8,0,0,2253,3200
SR2021032212_200224,2020-02-27,2002200,PEMA063009000,PEMA-SR2000,월,나성,나주,9.3,74.9,1.5,0,0,2120,3200
CSA521032236_200224,2020-02-27,2006400,PEMA023091600,CSA5000,월,태성,계룡,7.6,80.3,1.1,0,0,3802,3200
CSA421032211_200224,2020-02-27,2006000,PEMA143027400,CSA4000,월,미륭,부산,9.5,72.9,2,0,0,11249,6400
HR1021032243_200224,2020-02-27,2007800,PEMA043041502,PEMA-HR1000,월,성진,화성,7,91.8,1.4,0,0,5998,4480
HR1021032224_200224,2020-02-27,2007200,PEMA033099600,PEMA-HR1000,월,삼성,남원,6.9,82.8,1.2,0,0,6618,6400
SR2021032213_200224,2020-02-27,2002300,PEMA043122100,PEMA-SR2000,월,대아,진천,8.1,70.4,1.1,0,0,2693,3200
HR1021032210_200224,2020-02-27,2006700,PEMA033009000,PEMA-HR1000,월,나성,나주,9.3,74.9,1.5,0,0,5914,6400
HR1021032207_200224,2020-02-27,2006609,PEMA023054200,PEMA-HR1000,월,영화,경주,6,86.4,2,0,0,4977,6400
CSA521032534_191107,2019-11-10,2005200,PEMA033035303,CSA5000,목,삼표,성수,9.3,63.6,1.4,0,0,5720,5200
CR1021032533_191107,2019-11-10,2004600,PEMA023123000,PEMA-CR1000,목,신공항,인천,11,62.1,1.3,0,0,10830,10400
CSA521032532_191107,2019-11-10,2005100,PEMA023038000,CSA5000,목,서원,태안,9.1,82.6,0.8,0,0,9802,7280
HR1021032538_191107,2019-11-10,2006400,PEMA013130800,PEMA-HR1000,목,양양,양양,11.4,55.1,1.4,0,0,10693,7280
HR1021032542_191107,2019-11-10,2006500,PEMA353048300,PEMA-HR1000,목,제일,청양,7.8,85.1,0.5,0,0,8953,7280
SR3F21032507_191107,2019-11-10,2001102,PEMA013042200,PEMA-SR3000F,목,삼우,경산,10.9,73.4,0.8,0,0,7423,7280
SR2A21032540_191107,2019-11-10,2007800,PEMA043043200,PEMA-SR2000A,목,세진,경광주,5.2,92.6,0.7,0,0,5085,7280
HR1021032529_191107,2019-11-10,2005900,PEMA033046500,PEMA-HR1000,목,신일,송파,9.3,63.6,1.4,0,0,9085,10400
HR1521032515_191107,2019-11-10,2006609,PEMA033006900,PEMA-HR1500,목,대상,의령,9.3,77,0.8,0,0,8570,10400
500F21032507_191107,2019-11-10,2004500,PEMA023058600,PEMA-500FR,목,유진,강서,9.3,63.6,1.4,0,0,4790,10400
HR1021032520_191107,2019-11-10,2005500,PEMA023005600,PEMA-HR1000,목,광주알엠씨,장성,10,78.3,1.3,0,0,7504,5200
HR1021032527_191107,2019-11-10,2005700,PEMA013087700,PEMA-HR1000,목,우성기업,진주,9.4,77.9,0.5,0,0,9953,10400
SN4021032524_191107,2019-11-10,2007400,TSN4012006104,PEMA-SN400,목,산하,보은,6.9,83.5,0.4,0,0,6261,10400
HR1021032613_191108,2019-11-11,2001700,PEMA033063700,PEMA-HR1000,금,제일,포항,12.1,60.4,3,0,0,5537,5200
HR1021032615_191108,2019-11-11,2001800,PEMA013036500,PEMA-HR1000,금,상일,포천,5.5,84.9,2.1,8.1,0,1313,1560
HR1021032609_191108,2019-11-11,2001500,PEMA033088300,PEMA-HR1000,금,성진,안양,7.3,86.6,2.2,5.7,6.35,9994,7280
CSA521032612_191108,2019-11-11,2001400,PEMA013111300,CSA5000,금,대원,청주,7.9,78.1,1.1,4,4.83,9369,10400
SN4021032618_191108,2019-11-11,2002300,TSN4012006108,PEMA-SN400,금,산하,의령,9.6,70.9,1,0,0,8686,10400
HR1021032617_191108,2019-11-11,2002100,PEMA033041500,PEMA-HR1000,금,성진,동탄,7.3,86.6,2.2,5.7,6.35,11840,10400
CSA521032611_191108,2019-11-11,2001300,PEMA013020300,CSA5000,금,동남,장수,6.8,75.6,2.1,1.5,0,9984,10400
HR1021032610_191108,2019-11-11,2001600,PEMA033088300,PEMA-HR1000,금,성진,안양,7.3,86.6,2.2,5.7,6.35,6789,10400
HR1021032616_191108,2019-11-11,2002000,PEMA013105210,PEMA-HR1000,금,삼우,대구,9.7,71.8,2,0,0,7063,9360
SR3F21032608_191108,2019-11-11,2005100,PEMA053006900,PEMA-SR3000F,금,극동,사천,10.5,68.8,1.1,0,0,10708,10400
SR3F21032614_191108,2019-11-11,2002500,PEMA033007400,PEMA-SR3000F,금,금남,여수,13.2,69.4,3.5,0,0.28,7276,5200
CSA521032812_191110,2019-11-13,2003000,PEMA043040601,CSA5000,일,성신,구리,3.1,87,1.2,15,0,8328,10400
SR3F21032809_191110,2019-11-13,2005200,PEMA023117000,PEMA-SR3000F,일,알파,공주,8.1,75.9,1.2,22.7,0,423,520
CSA521032808_191110,2019-11-13,2002800,PEMA023024101,CSA5000,일,동원,청주,9.6,64.3,1.4,6,5.15,11737,10400
PR1021032818_191110,2019-11-13,2004400,PEMA013085800,PEMA-PR1000,일,흥진,합천,6.1,64.8,1.2,0,0,3336,4160
HR1021032823_191110,2019-11-13,2003900,PEMA013035311,PEMA-HR1000,일,삼표,안양,7,88.9,1.6,10.1,10.92,3180,6240
SR2021032814_191110,2019-11-13,2005000,PEMA043062007,PEMA-SR2000,일,정선,의정부,4.5,90.9,1.3,9.3,0,4403,7280
RR1021032801_191110,2019-11-13,2004600,PEMA023129801,PEMA-PR1000,일,삼일,충주,4.3,84.6,0.8,6.1,0,13934,22880
HR1021032820_191110,2019-11-13,2003700,PEMA023056800,PEMA-HR1000,일,우경,진주,7.6,66.9,1,0,0,6261,10400
SP1021032826_191110,2019-11-13,2004901,PEMA013125900,PEMA-SP1000,일,홍지,이천,2.8,90.6,0.9,7.1,0,786,1040
HR1021032822_191110,2019-11-13,2003800,PEMA013066700,PEMA-HR1000,일,중원,경광주,2.8,90.6,0.9,7.1,0,7322,10400
PCMB21032806_191110,2019-11-13,2004300,PEMA073061300,PEMA-PCM2000B,일,장원,남양주,3.1,87,1.2,15,0,6739,5200
CSA521032811_191110,2019-11-13,2002900,PEMA033003100,CSA5000,일,경인,인천,7.3,85.6,3.6,23.4,15.42,7563,10400
SR3F21032810_191110,2019-11-13,2005300,PEMA023117000,PEMA-SR3000F,일,알파,공주,8.1,75.9,1.2,22.7,0,5409,4680
HR1021032819_191110,2019-11-13,2003600,PEMA013131100,PEMA-HR1000,일,황원,고성,8.8,54.1,2.1,0,0,15467,10400
CSA521032807_191110,2019-11-13,2002700,PEMA013072700,CSA5000,일,태양,대구,7,60.6,0.7,0,0,6257,10400
HR1021032803_191110,2019-11-13,2003300,PEMA013035303,PEMA-HR1000,일,삼표,성수,5.6,87.4,2,18.8,12.33,3116,5200
HR1521032813_191110,2019-11-13,2004104,PEMA043060400,PEMA-HR1500,일,일성,순천,5.8,77,1.2,0,0,12605,10400
RR1021032801_191110,2019-11-13,2004700,PEMA023129801,PEMA-PR1000,일,삼일,충주,4.3,84.6,0.8,6.1,0,2718,3120
HR1021032827_191110,2019-11-13,2004000,PEMA023024801,PEMA-HR1000,일,동진,수원,7,88.9,1.6,10.1,10.92,10783,8320
580F21032824_191110,2019-11-13,2002600,PEMA013107101,PEMA-580FX,일,상동,평택,7,88.9,1.6,10.1,10.92,13912,15600
HR1021032804_191110,2019-11-13,2007000,PEMA013055600,PEMA-HR1000,일,옥산,옥산,2.8,90.6,0.9,7.1,0,3089,3120
PCM221032805_191110,2019-11-13,2004200,PEMA063061300,PEMA-PCM2000,일,장원,남양주,3.1,87,1.2,15,0,6458,5200
PR2021032821_191110,2019-11-13,2004500,PEMA023901510,PEMA-PR2000,일,동양파일,익산,10.6,66,4.3,0,0,5962,10400
HR1021032815_191110,2019-11-13,2003400,PEMA023069403,PEMA-HR1000,일,천마,홍성,9.6,78.9,2.2,9.3,5.42,7139,5200
SP1021032825_191110,2019-11-13,2004800,PEMA013125900,PEMA-SP1000,일,홍지,이천,2.8,90.6,0.9,7.1,0,548,1040
HR1021032817_191110,2019-11-13,2003500,PEMA013072100,PEMA-HR1000,일,태명실업,이천,2.8,90.6,0.9,7.1,0,7615,8320
CSA521032816_191110,2019-11-13,2003100,PEMA013023500,CSA5000,일,동양산업,김해,9.6,55.8,1.5,0,0,7273,10400
HR1021032828_191110,2019-11-13,2004100,PEMA13031400,PEMA-HR1000,일,산하,덕소,3.1,87,1.2,15,0,14872,10400
CSA521032947_191111,2019-11-14,2006900,PEMA043099300,CSA5000,월,대왕,안성,6.8,92.4,0.6,0,0,8355,5200
HR1021032921_191111,2019-11-14,2007700,PEMA033063700,PEMA-HR1000,월,제일,포항,13.8,70.6,1.8,0,0,4343,5200
CSA521032901_191111,2019-11-14,2006400,PEMA023001000,CSA5000,월,강원,인천,7.3,79.8,1.8,0,0,7921,7280
HR1021032914_191111,2019-11-14,2007400,PEMA013122400,PEMA-HR1000,월,성진,부산,15.1,65.8,3.3,0,0,7322,8320
HR1521032937_191111,2019-11-14,2002200,PEMA013071300,PEMA-HR1500,월,케이와이,인천,7.3,79.8,1.8,0,0,6571,5200
PR1021032910_191111,2019-11-14,2002300,PEMA013033302,PEMA-PR1000,월,삼성,단촌,9.1,82.3,0.5,0.5,0,13728,15600
CSA521032941_191111,2019-11-14,2006609,PEMA033035307,CSA5000,월,삼표,풍납,6.8,81.3,1.6,0,0,4939,8320
AE21032952_2_191111,2019-11-14,2006000,SSA013035307,AE,월,삼표,풍납,6.8,81.3,1.6,0,0,924,1040
HR1021032929_191111,2019-11-14,2001102,PEMA043101200,PEMA-HR1000,월,영진,칠곡,10.7,87.8,0.3,0,0,12012,10400
HR1521030822_191216,2019-12-19,2003400,PEMA033030500,PEMA-HR1500,월,부산,부산,4.3,41.6,1.8,0,0,10835,10450
HR1521030813_191216,2019-12-19,2003300,PEMA033014200,PEMA-HR1500,월,대성,울산,2,52.4,1.9,0,0,6840,9500
HR1521030840_191216,2019-12-19,2003500,PEMA023113300,PEMA-HR1500,월,동명,울산,2,52.4,1.9,0,0,11799,9500
HR1021030812_191216,2019-12-19,2002100,PEMA023105100,PEMA-HR1000,월,삼우,경산,0.9,57.9,1.1,0,0,8208,9500
HR1021030811_191216,2019-12-19,2002000,PEMA023058200,PEMA-HR1000,월,유니온,포항,2.3,51.6,2.1,0,0,7729,8550
PR1021030820_191216,2019-12-19,2007000,PEMA023033303,PEMA-PR1000,월,삼성,문경,-0.4,62.6,1.5,0,0,10423,14250
PR2021030810_191216,2019-12-19,2003800,PEMA023024804,PEMA-PR2000,월,동진파일,서산,0,76.9,1.3,0,0,7079,9500
HR1021030814_191216,2019-12-19,2002200,PEMA013132400,PEMA-HR1000,월,삼화알엠씨,양주,-2.4,83,0.9,0.3,0,6188,6650
HR1021030809_191216,2019-12-19,2001800,PEMA013116100,PEMA-HR1000,월,추부,금산,-1.6,79.9,0.5,0,0,13110,9500
HR1021030808_191216,2019-12-19,2001700,PEMA013105210,PEMA-HR1000,월,삼우,대구,0.9,57.9,1.1,0,0,7182,8550
HR1021030826_191216,2019-12-19,2002600,PEMA013103100,PEMA-HR1000,월,부청,안동,-1.8,64.4,0.7,0,0,9017,6650
SR3F21030843_191216,2019-12-19,2007500,PEMA013081906,PEMA-SR3000F,월,현대,서울,-1.2,68.1,1.7,0.6,3.25,2480,2850
HR1021030836_191216,2019-12-19,2002900,PEMA013072100,PEMA-HR1000,월,태명실업,이천,-2.8,81.9,0.6,0,0,4128,7600
HR1021030824_191216,2019-12-19,2002500,PEMA013046900,PEMA-HR1000,월,신진,대구,0.9,57.9,1.1,0,0,8299,9500
CSA421030828_191216,2019-12-19,2007800,PEMA013046500,CSA4000,월,신일,송파,-1.2,68.1,1.7,0.6,3.25,9301,9500
PR1021030806_191216,2019-12-19,2003700,PEMA013024804,PEMA-PR1000,월,동진파일,서산,0,76.9,1.3,0,0,15002,19000
AE21030923_191217,2019-12-20,2001200,SSA013069401,AE,화,천마,서울,4.1,63.4,1.7,0.3,1.08,6717,9500
AE21030922_191217,2019-12-20,2001102,SSA013035315,AE,화,삼표,오산,3.9,77.9,1.1,0,0,3135,2850
AE21030916_191217,2019-12-20,2004400,SSA013035309,AE,화,삼표,용인,3.9,77.9,1.1,0,0,950,1900
AE21030935_191217,2019-12-20,2004500,SSA013035303,AE,화,삼표,성수,4.1,63.4,1.7,0.3,1.08,1346,1900
HR1021030918_191217,2019-12-20,2005800,PEMA13031400,PEMA-HR1000,화,산하,덕소,2.6,76.9,0.6,0,0,12530,9500
PCMB21030927_191217,2019-12-20,2006800,PEMA073061300,PEMA-PCM2000B,화,장원,남양주,2.6,76.9,0.6,0,0,1377,1900
PCMB21030928_191217,2019-12-20,2006900,PEMA073061300,PEMA-PCM2000B,화,장원,남양주,2.6,76.9,0.6,0,0,2155,2850
PCM221030925_191217,2019-12-20,2006612,PEMA063061300,PEMA-PCM2000,화,장원,남양주,2.6,76.9,0.6,0,0,1759,1900
PCM221030926_191217,2019-12-20,2006700,PEMA063061300,PEMA-PCM2000,화,장원,남양주,2.6,76.9,0.6,0,0,2586,2850
HR1021030905_191217,2019-12-20,2005300,PEMA043101200,PEMA-HR1000,화,영진,칠곡,1.1,83.8,0.4,0,0,6052,9500
HR1021030913_191217,2019-12-20,2002200,PEMA043030401,PEMA-HR1000,화,부국,부천,4.5,71.3,2.4,0.6,1.5,6648,7600
CSA521030932_191217,2019-12-20,2004901,PEMA033120700,CSA5000,화,삼일,안성,1.6,82.4,0.5,0,0,6105,9500
SR2021030940_191217,2019-12-20,2004700,PEMA033049301,PEMA-SR2000,화,아세아,안양,3.9,77.9,1.1,0,0,6293,4750
HR1521030914_191217,2019-12-20,2003800,PEMA033035315,PEMA-HR1500,화,삼표,오산,3.9,77.9,1.1,0,0,2903,4750
CSA521030917_191217,2019-12-20,2004700,PEMA033035309,CSA5000,화,삼표,용인,3.9,77.9,1.1,0,0,7820,6650
PR1021030903_191217,2019-12-20,2007100,PEMA023129801,PEMA-PR1000,화,삼일,충주,0.9,80.4,0.5,0,0,29018,20900
PR1021030903_191217,2019-12-20,2007200,PEMA023129801,PEMA-PR1000,화,삼일,충주,0.9,80.4,0.5,0,0,2411,2850
HR1521030939_191217,2019-12-20,2006609,PEMA023061000,PEMA-HR1500,화,일진,양평,2.6,76.9,0.6,0,0,8299,6650
PR2021030904_191217,2019-12-20,2004400,PEMA023045801,PEMA-PR2000,화,신아,영동,3.9,77.9,1.1,0,0,2594,2850
PR2021030904_191217,2019-12-20,2004500,PEMA023045801,PEMA-PR2000,화,신아,영동,3.9,77.9,1.1,0,0,33772,20900
CSA521030911_191217,2019-12-20,2004600,PEMA023037900,CSA5000,화,서우,서산,5,73.9,0.9,0,0,8317,7600
CSA521030912_191217,2019-12-20,2001300,PEMA023035315,CSA5000,화,삼표,오산,3.9,77.9,1.1,0,0,6587,7600
SR3F21030934_191217,2019-12-20,2007600,PEMA023035303,PEMA-SR3000F,화,삼표,성수,4.1,63.4,1.7,0.3,1.08,5618,5700
HR1021030924_191217,2019-12-20,2006100,PEMA023034201,PEMA-HR1000,화,삼양,남양주,2.6,76.9,0.6,0,0,8954,6650
PR1021030909_191217,2019-12-20,2007400,PEMA023019800,PEMA-PR1000,화,도봉,여주,1.6,82.4,0.5,0,0,1024,1900
PR1021030908_191217,2019-12-20,2007302,PEMA013901520,PEMA-PR1000,화,동양파일,아산,2.1,78.6,0.8,0,0,15561,19000
HR1521030901_191217,2019-12-20,2006606,PEMA013120100,PEMA-HR1500,화,성우,영동,3.9,77.9,1.1,0,0,11077,9500
HR1021030937_191217,2019-12-20,2006500,PEMA013115800,PEMA-HR1000,화,일진기업,양평,2.6,76.9,0.6,0,0,5244,4750
HR1021030938_191217,2019-12-20,2006600,PEMA013115800,PEMA-HR1000,화,일진기업,양평,2.6,76.9,0.6,0,0,2797,4750
HR1021030907_191217,2019-12-20,2005500,PEMA013114400,PEMA-HR1000,화,한빛,부안,4,76.1,0.8,0,0,10816,9500
580F21030919_191217,2019-12-20,2004300,PEMA013113800,PEMA-580FX,화,영남씨앤씨,경주,1.1,74.5,1.2,0,0,18155,14250
580F21030902_191217,2019-12-20,2004200,PEMA013099150,PEMA-580FX,화,쌍용,부천,4.5,71.3,2.4,0.6,1.5,13406,19000
HR1021030931_191217,2019-12-20,2006200,PEMA013087700,PEMA-HR1000,화,우성기업,진주,1.6,72.9,0.5,0,0,9918,9500
CSA521030930_191217,2019-12-20,2001400,PEMA013085300,CSA5000,화,흥국,미사리,2.6,76.9,0.6,0,0,8645,9500
HR1021030920_191217,2019-12-20,2005900,PEMA013075900,PEMA-HR1000,화,한국,고령,1.3,69.4,0.8,0,0,8559,9500
HR1021030936_191217,2019-12-20,2006400,PEMA013061000,PEMA-HR1000,화,일진,양평,2.6,76.9,0.6,0,0,2955,2850
HR1021030906_191217,2019-12-20,2005400,PEMA013048900,PEMA-HR1000,화,아성,남원,1.6,77.5,1.2,0,0,5958,7600
HR1021030933_191217,2019-12-20,2006300,PEMA013044801,PEMA-HR1000,화,수강에스디,사천,1.6,72.9,0.5,0,0,8047,9500
HR1021030910_191217,2019-12-20,2005600,PEMA013041507,PEMA-HR1000,화,성진도시,화성,3.9,77.9,1.1,0,0,9164,6650
HR1021030915_191217,2019-12-20,2005700,PEMA013032302,PEMA-HR1000,화,아세아,수원,3.9,77.9,1.1,0,0,5150,6650
CSA521030929_191217,2019-12-20,2004800,PEMA013031700,CSA5000,화,삼덕,인천,4.5,71.3,2.4,0.6,1.5,8182,9500
SN4021031035_191218,2019-12-21,2004600,TSN4012000306,PEMA-SN400,수,강릉,파주,0.8,92.1,0.6,1.8,0,3637,4750
PR1021031003_191218,2019-12-21,2004100,PEMA093050413,PR1000,수,아주,가좌,3.4,82.3,3.4,4.8,2.17,12436,13300
PR1021031005_191218,2019-12-21,2004104,PEMA093050413,PR1000,수,아주,가좌,3.4,82.3,3.4,4.8,2.17,9959,13300
HR1021031021_191218,2019-12-21,2003200,PEMA093001100,PEMA-HR1000,수,동해,동해,6.2,55.5,2.2,0,0,5039,4750
HR1021031022_191218,2019-12-21,2003300,PEMA093001100,PEMA-HR1000,수,동해,동해,6.2,55.5,2.2,0,0,5062,4750
HR1521040823_200116,2020-01-19,2007800,PEMA013120100,PEMA-HR1500,목,성우,영동,-0.7,61.4,1,0,0,6964,7300
HR1021040827_200116,2020-01-19,2005500,PEMA013103400,PEMA-HR1000,목,현대,동해,2.4,47.6,2.1,0,0,6013,6570
HR1021040830_200116,2020-01-19,2005600,PEMA013061000,PEMA-HR1000,목,일진,양평,-1.2,53.6,1,0,0,4691,4380
HR1021040831_200116,2020-01-19,2005700,PEMA013061000,PEMA-HR1000,목,일진,양평,-1.2,53.6,1,0,0,2978,2920
HR1021040826_200116,2020-01-19,2005400,PEMA013048900,PEMA-HR1000,목,아성,남원,0.7,57.8,1.3,0,0,4018,5840
CSA421040834_200116,2020-01-19,2004100,PEMA013046500,CSA4000,목,신일,송파,-0.4,36.9,1.4,0,0,6438,5110
HR1021040816_200116,2020-01-19,2005000,PEMA013044801,PEMA-HR1000,목,수강에스디,사천,0.6,53,0.7,0,0,5085,7300
HR1021040917_200117,2020-01-20,2007500,PEMA623022500,PEMA-HR1000,금,대아,함안,2.9,79.8,0.6,11.5,0,6588,7300
HR1021040916_200117,2020-01-20,2007400,PEMA153048300,PEMA-HR1000,금,대호,서산,1.8,71.6,1.4,1.4,0,8234,7300
HR1521040919_200117,2020-01-20,2001300,PEMA053040700,PEMA-HR1500,금,성안,음성,0.7,63.6,0.4,0,0,7137,8030
HR1021040912_200117,2020-01-20,2007200,PEMA033088300,PEMA-HR1000,금,성진,안양,2.1,72.4,1.1,0,0.67,2951,3650
HR1021040913_200117,2020-01-20,2007302,PEMA033088300,PEMA-HR1000,금,성진,안양,2.1,72.4,1.1,0,0.67,5902,5110
